GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,10.8,10.8 [8.4-13.8],8.4,13.8
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,11.3,11.3 [9.7-13.1],9.7,13.1
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,1.7,1.7 [0.4-6.5],0.4,6.5
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,45.5,45.5 [37.8-53.3],37.8,53.3
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2005,2005,2005,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,0.59345029,0.6 [0.2-1.4],0.1915197,1.3668708
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,16.371444,16.4 [13.6-19.2],13.631952,19.233984
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,2.2434235,2.2 [2.0-2.5],1.9698152,2.5364297
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,23.1,23.1 [18.8-28.0],18.8,28.0
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,36.3,36.3 [28.7-44.8],28.7,44.8
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/introduction-of-solid--semi-solid-or-soft-foods-6-8-months,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,61.0,61.0 [54.6-67.1],54.6,67.1
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM40,Wealth - Bottom 40%,13.1,13.1 [11.4-15.0],11.4,15.0
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,1.8,1.8 [0.3-9.2],0.3,9.2
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,11.8,11.8 [8.2-16.7],8.2,16.7
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,0.5,0.5 [0.1-3.2],0.1,3.2
NUT_CF_MDD,Minimum dietary diversity 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/minimum-dietary-diversity-6-23-months,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,46.6,46.6 [40.4-52.9],40.4,52.9
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,27.5,27.5 [24.8-30.4],24.8,30.4
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,7.2,7.2 [4.1-12.2],4.1,12.2
NUT_BF_EVBF,Ever breastfed,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ever-breastfed,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,Q5 (Richest),99.0,99.0 [97.1-99.6],97.1,99.6
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS0-23,0 to 23 months,15.7,15.7 [13.4-18.3],13.4,18.3
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1990,1990,1990,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,35.075608,35.1 [29.4-40.6],29.442385,40.592268
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2007,2007,2007,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,19.648781,19.6 [18.0-21.4],17.964333,21.399914
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,19.4,19.4 [12.6-28.8],12.6,28.8
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS54-59,54 to 59 months,7.5,7.5 [4.5-12.3],4.5,12.3
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/zero-vegetable-or-fruit-consumption--6-23-months,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,55.2,55.2 [51.4-58.9],51.4,58.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,1996,1996,1996,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,4.1411866,4.1 [2.2-7.0],2.1701464,7.012669
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,Secondary or higher,29.3,29.3 [25.3-33.7],25.3,33.7
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,Decile 5,31.6,31.6 [26.8-36.9],26.8,36.9
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,7.8,7.8 [5.8-10.4],5.8,10.4
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2007,2007,2007,SEAR,South-East Asia,NPL,Nepal,SEVERITY,SEVERITY_SEVERE,Severe,0.8,0.8 [0.4-1.4],0.4,1.4
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,45.6,45.6 [42.2-49.2],42.2,49.2
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,1996,1996,1996,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,54.9,54.9 [52.1-57.7],52.1,57.7
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,1995,1995,1995,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_YEARSALL,Total (All ages),6.0,6,,
NUT_BF_EBF,Exclusive breastfeeding under six months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusive-breastfeeding-under-six-months,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,None,73.6,73.6 [68.7-78.0],68.7,78.0
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,3.2,3.2 [2.6-4.0],2.6,4.0
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,Decile 2,2.5,2.5 [1.5-4.2],1.5,4.2
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2001,2001,2001,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,1.3,1.3 [0.6-2.7],0.6,2.7
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2005,2005,2005,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,1821.1,1821.1 [1393.2-2348.0],1393.2,2348.0
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,19.5,19.5 [15.1-24.8],15.1,24.8
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,2008,2008,2008,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,16.165076,16.2 [15.1-17.2],15.104754,17.244481
NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-stunted-%28-height-for-age--2-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_YEARSALL,Total (All ages),35.8,35.8 [33.5-38.3],33.5,38.3
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/early-initiation-of-breastfeeding--children-born-in-the-last-24-months,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,58.5,58.5 [54.2-62.7],54.2,62.7
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-underweight-%28-weight-for-age--2-sd%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,NPL,Nepal,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP80,Wealth - Top 80%,17.9,17.9 [15.7-20.2],15.7,20.2
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-overweight-prevalence,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,1.5,1.5 [0.7-3.1],0.7,3.1
NUTSTUNTINGNUM,"Stunting numbers among children under 5 years of age (millions), model-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-stunting-numbers-%28in-millions%29,2018,2018,2018,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,478.9,478.9 [458.8-500.5],458.8,500.5
NUT_CF_EFF,Egg and/or Flesh Food Consumption 6-23 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/egg-and-or-flesh-food-consumption-6-23-months,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS12-23,12 to 23 months,26.5,26.5 [23.0-30.4],23.0,30.4
NUT_BF_EBF,Exclusive breastfeeding under six months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/exclusive-breastfeeding-under-six-months,2014,2014,2014,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,63.8,63.8 [55.4-71.3],55.4,71.3
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-wasted-br-%28-weight-for-height--2-sd%29,2016,2016,2016,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_FMLE,Female,12.5,12.5 [7.3-20.6],7.3,20.6
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2002,2002,2002,SEAR,South-East Asia,NPL,Nepal,SEVERITY,SEVERITY_MILD,Mild,936.0,936 [794-1030],794.0,1030.0
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1997,1997,1997,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_MLE,Male,23.348272,23.3 [18.4-28.6],18.423197,28.595886
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,5.3563237,5.4 [4.7-6.1],4.6877194,6.0761988
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-jme-country-children-aged-5-years-severe-wasting-br-%28-weight-for-height--3-sd%29,2006,2006,2006,SEAR,South-East Asia,NPL,Nepal,AGEGROUP,AGEGROUP_MONTHS0-11,0 to 11 months,4.9,4.9 [3.5-6.8],3.5,6.8
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/introduction-of-solid--semi-solid-or-soft-foods-6-8-months,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,65.6,65.6 [58.0-72.6],58.0,72.6
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,NPL,Nepal,SEX,SEX_BTSX,Both sexes,13.423553,13.4 [7.8-20.4],7.8135192,20.400123
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2018,2018,2018,SEAR,South-East Asia,NPL,Nepal,SEVERITY,SEVERITY_MILD,Mild,24.5,24.5 [17.7-28.9],17.7,28.9
